Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-JUNE-2025,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,78
MSitAE-JUNE-2025,RW1,NHS ENGLAND SOUTH EAST ,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0,0,3100,0,0,0,0,0,52,0,0,0,0,0,0,0,4,120
MSitAE-JUNE-2025,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0,0,1793,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,3421,0,0,1,0,0,104,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,2962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2273,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2655,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6570,0,3704,429,0,156,2841,0,8,169,0,1,273,70,2175,0,0,1147
MSitAE-JUNE-2025,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
MSitAE-JUNE-2025,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5412,0,1105,372,0,14,1498,0,0,88,0,0,165,5,1187,0,0,292
MSitAE-JUNE-2025,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10423,0,0,0,0,0,3709,0,0,0,0,0,486,587,3043,0,0,886
MSitAE-JUNE-2025,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,16287,0,0,0,0,0,2692,0,0,0,0,0,652,7,2762,0,0,200
MSitAE-JUNE-2025,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4352,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,Y07709,NHS ENGLAND SOUTH EAST ,READING URGENT CARE CENTRE,0,0,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,4942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5813,0,6820,0,0,0,2574,0,125,0,0,0,324,33,2228,0,0,77
MSitAE-JUNE-2025,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9221,0,0,22,0,0,3419,0,0,0,0,0,429,0,2967,0,0,486
MSitAE-JUNE-2025,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13862,0,6476,0,0,0,6811,0,87,0,0,0,684,795,2799,0,0,809
MSitAE-JUNE-2025,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10914,1238,3089,1,0,0,3341,0,58,1,0,0,231,223,3965,885,0,2063
MSitAE-JUNE-2025,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0,0,0,0,0,988,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
MSitAE-JUNE-2025,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,2403,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,NV693,NHS ENGLAND NORTH WEST ,ROSSENDALE MIU & OOH,0,0,1112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9049,0,7383,0,0,430,4843,0,109,0,0,3,728,761,5402,0,0,446
MSitAE-JUNE-2025,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7240,0,9725,0,0,1635,3588,0,734,0,0,40,250,6,2560,0,115,2453
MSitAE-JUNE-2025,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,13323,0,10988,0,0,0,4409,0,446,0,0,0,514,957,3826,0,100,1601
MSitAE-JUNE-2025,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,8011,0,0,377,0,0,131,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,Y03007,NHS ENGLAND MIDLANDS ,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,1230,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0,0,2890,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,K6K0R,NHS ENGLAND LONDON,HAROLD WOOD POLYCLINIC UTC,0,0,2715,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,2863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,NQT51,NHS ENGLAND SOUTH EAST ,STATION PLAZA HEALTH CENTRE,0,0,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15366,1643,7468,421,0,0,7502,27,223,68,0,0,1873,870,4531,0,0,2338
MSitAE-JUNE-2025,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1256,0,0,43,0,0,4,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5372,0,0,152,0,0,171,0,0,3,0,0,0,0,0,0
MSitAE-JUNE-2025,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11137,1252,5843,808,0,1450,5337,21,311,425,0,109,779,2,4313,14,0,1492
MSitAE-JUNE-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6635,0,1176,0,0,0,2967,0,0,0,0,0,758,95,1816,0,0,327
MSitAE-JUNE-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9049,0,0,0,0,0,2401,0,0,0,0,0,275,1,2073,0,0,207
MSitAE-JUNE-2025,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11079,0,0,0,0,0,2188,0,0,0,0,0,185,23,1794,0,0,369
MSitAE-JUNE-2025,A5D4Q,NHS ENGLAND MIDLANDS ,NEMS UTC,0,0,3731,0,0,0,0,0,722,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,2174,0,0,165,0,0,9,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,G3P9C,NHS ENGLAND SOUTH WEST ,TROWBRIDGE MINOR INJURIES UNIT,0,0,1048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,9376,0,0,354,0,0,417,0,0,40,0,0,0,0,0,0
MSitAE-JUNE-2025,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,3846,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,NNF16,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRIDLINGTON HOSPITAL,0,0,1526,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,3038,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,1790,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,NQT1I,NHS ENGLAND SOUTH WEST ,CHIPPENHAM COMMUNITY HOSPITAL,0,0,1833,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,1587,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,RAX,NHS ENGLAND LONDON,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,6808,0,8564,0,0,0,3230,0,243,0,0,0,298,221,2281,0,266,640
MSitAE-JUNE-2025,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4556,0,0,482,0,4679,1499,0,0,101,0,15,208,18,2051,0,0,532
MSitAE-JUNE-2025,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6194,219,0,479,0,0,2095,0,0,0,0,0,328,99,1540,0,0,471
MSitAE-JUNE-2025,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7615,0,1279,0,0,0,2981,0,0,0,0,0,503,202,1528,0,0,499
MSitAE-JUNE-2025,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9169,138,5765,0,0,0,4584,0,85,0,0,0,477,658,2761,0,0,1712
MSitAE-JUNE-2025,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8759,0,2068,279,0,13,3932,0,37,72,0,1,701,403,2412,0,0,809
MSitAE-JUNE-2025,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,6051,0,3871,44,0,3,2269,0,40,15,0,0,614,2,1661,0,0,54
MSitAE-JUNE-2025,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,8850,0,0,0,0,0,172,0,0,0,0,0,0,0,0,29
MSitAE-JUNE-2025,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,11589,1281,8183,259,0,0,4324,191,257,96,0,0,629,87,2623,0,0,500
MSitAE-JUNE-2025,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,8156,0,0,1470,0,0,248,0,0,6,0,0,0,0,0,0
MSitAE-JUNE-2025,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,2009,0,0,18,0,0,24,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,67
MSitAE-JUNE-2025,AQM01,NHS ENGLAND SOUTH EAST ,FAVERSHAM MEDICAL PRACTICE MIU,0,0,2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,1290,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,24752,3028,11652,3295,544,905,10611,102,600,1260,12,91,3081,108,5660,135,150,456
MSitAE-JUNE-2025,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6763,0,1944,883,0,19,1863,0,0,189,0,0,296,5,2491,0,0,1035
MSitAE-JUNE-2025,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,30471,0,3900,1,0,2,8343,0,120,0,0,0,2177,165,8598,0,173,1339
MSitAE-JUNE-2025,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,1728,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2025,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7306,0,2848,0,0,64,4083,0,90,0,0,4,511,427,2053,0,0,922
MSitAE-JUNE-2025,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8358,0,4975,729,0,153,3075,0,10,292,0,0,647,0,2112,0,0,383
MSitAE-JUNE-2025,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,7034,0,13590,0,0,0,3980,0,916,0,0,0,735,429,2637,0,62,1007
MSitAE-JUNE-2025,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8366,0,397,1,0,0,2124,0,0,0,0,0,334,11,2083,0,0,893
MSitAE-JUNE-2025,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15041,0,9358,39,0,1219,6741,0,547,10,0,0,1619,931,3508,0,0,294
MSitAE-JUNE-2025,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,6098,1035,217,72,0,0,2576,0,0,9,0,0,411,234,1372,0,0,174
MSitAE-JUNE-2025,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,7988,0,3979,51,0,13,3910,0,288,25,0,0,545,245,2505,0,107,906
MSitAE-JUNE-2025,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8629,0,2431,390,0,55,4721,0,22,0,0,0,376,705,1690,0,0,148
MSitAE-JUNE-2025,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,10299,0,3929,0,0,639,2978,0,25,0,0,0,1724,78,3450,0,0,2858
MSitAE-JUNE-2025,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9895,0,8172,330,0,0,3673,0,135,0,0,0,724,556,1936,0,0,244
MSitAE-JUNE-2025,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,14268,0,4315,0,0,0,4511,0,15,0,0,0,987,80,3884,0,452,962
MSitAE-JUNE-2025,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,13449,0,0,392,0,0,3610,0,0,0,0,0,252,55,1460,0,0,257
MSitAE-JUNE-2025,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,18581,0,9680,4485,0,39,8586,0,0,365,0,0,1059,709,3973,0,0,1913
MSitAE-JUNE-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7124,0,3048,0,0,0,3452,0,26,0,0,0,584,183,2807,0,0,725
MSitAE-JUNE-2025,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4778,0,11254,0,0,0,2497,0,49,0,0,0,233,11,1617,0,404,2189
MSitAE-JUNE-2025,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9584,0,4415,0,0,0,5539,0,532,0,0,0,1105,408,3672,0,0,2386
MSitAE-JUNE-2025,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18050,0,2451,990,0,169,3527,0,70,138,0,1,985,172,5521,0,0,1028
MSitAE-JUNE-2025,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,13038,2226,0,0,0,0,6606,56,0,0,0,0,282,518,4219,0,478,4027
MSitAE-JUNE-2025,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,16824,130,6620,120,0,76,6283,0,170,0,0,0,1584,49,3535,0,179,821
MSitAE-JUNE-2025,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8886,0,10078,452,0,309,4182,0,45,163,0,0,750,310,2800,0,0,1735
MSitAE-JUNE-2025,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,26467,1588,1927,1712,0,571,9334,74,217,469,0,4,663,514,8745,38,97,1542
